                  time	           getProblems	           updateState	               balance	           solveBuffer	             unbalance	               rank ID
                0.0606	                 1e-06	                 1e-06	                     0	              0.001072	                     0	                     0
                0.0607	                 2e-06	                 1e-06	                     0	              0.001082	                 1e-06	                     0
                0.0608	                 1e-06	                 1e-06	                     0	              0.001191	                     0	                     0
                0.0609	                 2e-06	                 1e-06	                     0	              0.001079	                     0	                     0
                 0.061	                 1e-06	                 1e-06	                     0	              0.001087	                 1e-06	                     0
                0.0611	                 2e-06	                 1e-06	                     0	              0.001073	                     0	                     0
                0.0612	                 1e-06	                 1e-06	                     0	              0.001073	                 1e-06	                     0
                0.0613	                 2e-06	                     0	                     0	              0.001082	                     0	                     0
                0.0614	                 2e-06	                     0	                 1e-06	              0.001072	                     0	                     0
                0.0615	                 1e-06	                 1e-06	                     0	              0.001165	                     0	                     0
                0.0616	                 2e-06	                 1e-06	                     0	              0.001093	                 1e-06	                     0
                0.0617	                 1e-06	                 1e-06	                     0	              0.001073	                 1e-06	                     0
                0.0618	                 1e-06	                 1e-06	                     0	              0.001073	                 1e-06	                     0
                0.0619	                 2e-06	                 1e-06	                     0	              0.001098	                 1e-06	                     0
                 0.062	                 1e-06	                 1e-06	                     0	              0.001073	                     0	                     0
                0.0621	                 2e-06	                     0	                 1e-06	              0.001071	                     0	                     0
                0.0622	                 2e-06	                     0	                     0	              0.001133	                 1e-06	                     0
                0.0623	                 2e-06	                     0	                     0	              0.001076	                     0	                     0
                0.0624	                 1e-06	                 1e-06	                     0	              0.001072	                     0	                     0
                0.0625	                 1e-06	                 1e-06	                     0	              0.001081	                     0	                     0
                0.0626	                 2e-06	                     0	                 1e-06	              0.001072	                     0	                     0
                0.0627	                 1e-06	                 1e-06	                     0	              0.001072	                     0	                     0
                0.0628	                 2e-06	                     0	                     0	              0.001081	                 1e-06	                     0
                0.0629	                 1e-06	                 1e-06	                     0	              0.001071	                     0	                     0
                 0.063	                 1e-06	                 1e-06	                     0	               0.00107	                 1e-06	                     0
                0.0631	                 1e-06	                 1e-06	                     0	               0.00108	                 1e-06	                     0
                0.0632	                 2e-06	                     0	                     0	              0.001072	                     0	                     0
                0.0633	                 1e-06	                 1e-06	                     0	              0.001071	                     0	                     0
                0.0634	                 1e-06	                 1e-06	                     0	               0.00108	                 1e-06	                     0
                0.0635	                 1e-06	                 1e-06	                     0	              0.001072	                 1e-06	                     0
                0.0636	                 2e-06	                     0	                     0	              0.001073	                     0	                     0
                0.0637	                 2e-06	                     0	                 1e-06	               0.00108	                 1e-06	                     0
                0.0638	                 1e-06	                 1e-06	                     0	              0.001072	                 1e-06	                     0
                0.0639	                 2e-06	                 1e-06	                     0	              0.001083	                     0	                     0
                 0.064	                 2e-06	                     0	                 1e-06	               0.00108	                     0	                     0
                0.0641	                 2e-06	                     0	                 1e-06	              0.001097	                     0	                     0
                0.0642	                 1e-06	                 1e-06	                     0	              0.001072	                 1e-06	                     0
                0.0643	                 2e-06	                     0	                 1e-06	              0.001079	                     0	                     0
                0.0644	                 1e-06	                     0	                     0	              0.001072	                     0	                     0
                0.0645	                 2e-06	                     0	                     0	              0.001089	                     0	                     0
                0.0646	                 1e-06	                 1e-06	                     0	              0.001089	                     0	                     0
                0.0647	                 1e-06	                 1e-06	                     0	              0.001086	                     0	                     0
                0.0648	                 1e-06	                 1e-06	                     0	               0.00108	                     0	                     0
                0.0649	                 2e-06	                     0	                 1e-06	              0.001084	                 1e-06	                     0
                 0.065	                 1e-06	                 1e-06	                     0	              0.001072	                     0	                     0
                0.0651	                 1e-06	                 1e-06	                     0	              0.001072	                     0	                     0
                0.0652	                 1e-06	                 1e-06	                     0	               0.00108	                     0	                     0
                0.0653	                 1e-06	                 1e-06	                     0	              0.001071	                 1e-06	                     0
                0.0654	                 2e-06	                 1e-06	                     0	              0.001071	                     0	                     0
                0.0655	                 2e-06	                     0	                 1e-06	              0.001083	                     0	                     0
                0.0656	                 1e-06	                 1e-06	                     0	              0.001072	                     0	                     0
                0.0657	                 2e-06	                 1e-06	                     0	              0.001071	                     0	                     0
                0.0658	                 2e-06	                     0	                     0	              0.001088	                 1e-06	                     0
                0.0659	                 2e-06	                     0	                     0	              0.001071	                 1e-06	                     0
                 0.066	                 2e-06	                     0	                     0	              0.001071	                 1e-06	                     0
                0.0661	                 1e-06	                 1e-06	                     0	              0.001079	                 1e-06	                     0
                0.0662	                 2e-06	                     0	                     0	              0.001071	                 1e-06	                     0
                0.0663	                 2e-06	                     0	                 1e-06	               0.00107	                 1e-06	                     0
                0.0664	                 2e-06	                     0	                     0	              0.001083	                 1e-06	                     0
                0.0665	                 1e-06	                 1e-06	                     0	              0.001071	                 1e-06	                     0
                0.0666	                 1e-06	                 1e-06	                     0	              0.001071	                 1e-06	                     0
                0.0667	                 2e-06	                     0	                 1e-06	              0.001089	                 1e-06	                     0
                0.0668	                 2e-06	                 1e-06	                     0	              0.001071	                 1e-06	                     0
                0.0669	                 1e-06	                 1e-06	                     0	              0.001071	                     0	                     0
                 0.067	                 1e-06	                 1e-06	                     0	              0.001086	                     0	                     0
                0.0671	                 2e-06	                     0	                     0	              0.001072	                     0	                     0
                0.0672	                 2e-06	                     0	                     0	              0.001071	                 1e-06	                     0
                0.0673	                 1e-06	                 1e-06	                     0	              0.001084	                     0	                     0
                0.0674	                 2e-06	                 1e-06	                     0	              0.001073	                     0	                     0
                0.0675	                 2e-06	                 1e-06	                     0	              0.001071	                     0	                     0
                0.0676	                 2e-06	                     0	                     0	               0.00108	                 1e-06	                     0
                0.0677	                 1e-06	                 1e-06	                     0	              0.001071	                     0	                     0
                0.0678	                 1e-06	                 1e-06	                     0	              0.001071	                     0	                     0
                0.0679	                 2e-06	                     0	                     0	              0.001101	                     0	                     0
                 0.068	                 1e-06	                     0	                     0	              0.001073	                     0	                     0
                0.0681	                 1e-06	                 1e-06	                     0	              0.001071	                 1e-06	                     0
                0.0682	                 1e-06	                 1e-06	                     0	              0.001106	                     0	                     0
                0.0683	                 2e-06	                 1e-06	                     0	              0.001073	                 1e-06	                     0
                0.0684	                 2e-06	                     0	                 1e-06	              0.001076	                     0	                     0
                0.0685	                 1e-06	                 1e-06	                     0	              0.001082	                     0	                     0
                0.0686	                 2e-06	                     0	                 1e-06	              0.001071	                     0	                     0
                0.0687	                 1e-06	                 1e-06	                     0	              0.001072	                     0	                     0
                0.0688	                 2e-06	                     0	                     0	              0.001111	                     0	                     0
                0.0689	                 1e-06	                 1e-06	                     0	              0.001126	                 1e-06	                     0
                 0.069	                 1e-06	                 1e-06	                     0	              0.001115	                 1e-06	                     0
                0.0691	                 1e-06	                 1e-06	                     0	              0.001138	                     0	                     0
                0.0692	                 1e-06	                 1e-06	                     0	              0.001125	                 1e-06	                     0
                0.0693	                 2e-06	                     0	                 1e-06	               0.00111	                 1e-06	                     0
                0.0694	                 2e-06	                 1e-06	                     0	               0.00113	                     0	                     0
                0.0695	                 2e-06	                 1e-06	                     0	              0.001121	                     0	                     0
                0.0696	                 1e-06	                 1e-06	                     0	               0.00114	                 1e-06	                     0
                0.0697	                 2e-06	                 1e-06	                     0	              0.001126	                     0	                     0
                0.0698	                 2e-06	                     0	                 1e-06	              0.001111	                     0	                     0
                0.0699	                 2e-06	                     0	                     0	              0.001123	                     0	                     0
                  0.07	                 1e-06	                 1e-06	                     0	              0.001125	                 1e-06	                     0
